ID_BARRAGEM	NOME DA BARRAGEM DE MINERAÇÃO	NOME DO EMPREENDEDOR	CPF/CNPJ	LATITUDE	LONGITUDE	POSICIONAMENTO	UF	MUNICÍPIO	MINÉRIO PRINCIPAL	ALTURA ATUAL (m)	VOLUME ATUAL (m3)	MÉTODO CONSTRUTIVO	CATEGORIA DE RISCO	DANO POTENCIAL ASSOCIADO	CLASSE	INSERIDA NA PNSB?
329	BARRAGEM DO SOSSEGO	Vale S A Filial: Vale Mina Sossego	33.592.510/0009-01	"-6°25'44.792"""	"-50°04'12.554"""	Sul do Equador	PA	CANAÃ DOS CARAJÁS	Minério de Cobre	42,1	108444833,89	Alteamento por linha de centro	Baixa	Alta	B	Sim
330	Deposito de Rejeito R4	Pará Pigmentos S A	33.931.510/0001-31	"-2°49'14.275"""	"-47°53'36.798"""	Sul do Equador	PA	IPIXUNA DO PARÁ	Caulim	10	1190000	Etapa única	Baixa	Média	C	Sim
331	DIQUE DE FINOS I	Salobo Metais Sa.	33.931.478/0001-94	"-5°49'02.136"""	"-50°34'01.808"""	Sul do Equador	PA	MARABÁ	Minério de Cobre	11	969524	Etapa única	Baixa	Média	C	Sim
332	DIQUE DE FINOS II	Salobo Metais Sa.	33.931.478/0001-94	"-5°49'57.400"""	"-50°32'28.000"""	Sul do Equador	PA	MARABÁ	Minério de Cobre	16,42	2800000	Etapa única	Baixa	Média	C	Sim
333	DIQUE DE FINOS III	Salobo Metais Sa.	33.931.478/0001-94	"-5°46'46.700"""	"-50°32'19.100"""	Sul do Equador	PA	MARABÁ	Minério de Cobre	16,5	22937,88	Etapa única	Baixa	Média	C	Sim
334	Estéril Sul	Vale S A Filial: Vale Carajas	33.592.510/0370-74	"-6°05'58.000"""	"-50°09'45.000"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Ferro	25	1875779,93	Etapa única	Baixa	Média	C	Sim
335	Geladinho	Vale S A Filial: Vale Carajas	33.592.510/0370-74	"-5°59'41.200"""	"-50°06'34.100"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Ferro	24	5811299	Etapa única	Baixa	Alta	B	Sim
336	Gelado	Vale S A Filial: Vale Carajas	33.592.510/0370-74	"-5°58'45.400"""	"-50°08'29.100"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Ferro	34	110469304,67	Alteamento a jusante	Baixa	Alta	B	Sim
337	Jacaré	Vale S A Filial: Vale Carajas	33.592.510/0370-74	"-6°06'29.300"""	"-50°10'08.600"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Ferro	34,5	681816	Etapa única	Baixa	Média	C	Sim
338	Kalunga	Vale S A Filial: Vale Manganês do Azul	33.592.510/0130-51	"-6°06'45.100"""	"-50°18'29.900"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Manganês	21	1662946,63	Alteamento a jusante	Baixa	Média	C	Sim
339	LD1 - Lagoa de Disposição 01	Alcoa World Alumina Brasil Ltda.	06.167.730/0001-68	"-2°29'51.0011"""	"-56°10'11.5849"""	Sul do Equador	PA	JURUTI	Bauxita Grau Não Metalúrgico	24	2879251,38	Etapa única	Baixa	Média	C	Sim
340	LD2 - Lagoa de Disposição 02	Alcoa World Alumina Brasil Ltda.	06.167.730/0001-68	"-2°29'47.800"""	"-56°10'25.700"""	Sul do Equador	PA	JURUTI	Bauxita Grau Não Metalúrgico	24	3037180,56	Alteamento a jusante	Baixa	Média	C	Sim
341	LD3 - Lagoa de Disposição 03	Alcoa World Alumina Brasil Ltda.	06.167.730/0001-68	"-2°29'45.200"""	"-56°11'16.840"""	Sul do Equador	PA	JURUTI	Bauxita Grau Não Metalúrgico	14,8	6024760	Etapa única	Baixa	Média	C	Sim
342	LE - Lagoa de Espessamento	Alcoa World Alumina Brasil Ltda.	06.167.730/0001-68	"-2°30'18.000"""	"-56°10'32.800"""	Sul do Equador	PA	JURUTI	Bauxita Grau Não Metalúrgico	11,5	4178849,93	Etapa única	Baixa	Média	C	Sim
343	Pera Jusante	Vale S A Filial: Vale Carajas	33.592.510/0370-74	"-6°02'49.900"""	"-50°08'34.500"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Ferro	51	4249278,83	Etapa única	Baixa	Alta	B	Sim
344	Pera Montante	Vale S A Filial: Vale Carajas	33.592.510/0370-74	"-6°03'24.600"""	"-50°08'37.600"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Ferro	30	641566	Etapa única	Baixa	Baixa	E	Sim
345	PONDES DE REJEITOS DO IGARAPÉ BAHIA	Vale S A Filial: Vale Minas Gerais	33.592.510/0217-47	"-6°3'19.1599"""	"-50°34'28.5024"""	Sul do Equador	PA	PARAUAPEBAS	Minério de Ouro Primário	25	12000000	Alteamento a jusante	Média	Alta	B	Sim
346	RP1	Mineração Paragominas S.A.	12.094.570/0004-10	"-3°15'33.857"""	"-47°45'28.375"""	Sul do Equador	PA	PARAGOMINAS	Bauxita Grau Metalúrgico	13,5	11626208	Alteamento a jusante	Baixa	Alta	B	Sim
347	SP1	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'58.500"""	"-56°25'05.400"""	Sul do Equador	PA	ORIXIMINÁ	Argila	15	1470000	Etapa única	Baixa	Média	C	Sim
348	SP10	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'00.600"""	"-56°27'09.600"""	Sul do Equador	PA	ORIXIMINÁ	Argila	16	7300000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
349	SP11	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'57.500"""	"-56°27'47.800"""	Sul do Equador	PA	ORIXIMINÁ	Argila	16	5400000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
350	SP12	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'14.300"""	"-56°28'05.700"""	Sul do Equador	PA	ORIXIMINÁ	Argila	15	3600000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
351	SP13	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'34.600"""	"-56°28'02.300"""	Sul do Equador	PA	ORIXIMINÁ	Argila	15	2298321	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
352	SP14	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'55.500"""	"-56°28'13.000"""	Sul do Equador	PA	ORIXIMINÁ	Argila	15	2200000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
353	SP15	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'59.600"""	"-56°28'31.500"""	Sul do Equador	PA	ORIXIMINÁ	Argila	20	1700000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
354	SP16	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'38.000"""	"-56°28'34.000"""	Sul do Equador	PA	ORIXIMINÁ	Argila	20	8900000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
355	SP2_3	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'04.900"""	"-56°24'13.300"""	Sul do Equador	PA	ORIXIMINÁ	Argila	20	4900000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
356	SP4 Norte	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'05.300"""	"-56°25'37.400"""	Sul do Equador	PA	ORIXIMINÁ	Argila	19	7107205,4	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
357	SP4 Sul	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'26.200"""	"-56°25'37.100"""	Sul do Equador	PA	ORIXIMINÁ	Argila	19	5455557,3	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
358	SP5 Leste	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'57.700"""	"-56°26'07.500"""	Sul do Equador	PA	ORIXIMINÁ	Argila	19	6994486,6	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
359	SP5 Oeste	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'58.200"""	"-56°26'40.400"""	Sul do Equador	PA	ORIXIMINÁ	Argila	19	9274798,9	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
360	SP6	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'34.800"""	"-56°25'27.400"""	Sul do Equador	PA	ORIXIMINÁ	Argila	12	712790	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
361	SP7A	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'17.600"""	"-56°26'03.100"""	Sul do Equador	PA	ORIXIMINÁ	Argila	19	4300000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
362	SP7B	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'11.000"""	"-56°26'24.300"""	Sul do Equador	PA	ORIXIMINÁ	Argila	16	5843082,8	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
363	SP7C	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'10.900"""	"-56°26'41.600"""	Sul do Equador	PA	ORIXIMINÁ	Argila	16	8200000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
364	SP8	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'24.500"""	"-56°27'10.100"""	Sul do Equador	PA	ORIXIMINÁ	Argila	16	11900000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
365	SP9	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'29.700"""	"-56°27'39.300"""	Sul do Equador	PA	ORIXIMINÁ	Argila	10	8200000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
366	SP9A	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'06.700"""	"-56°27'44.100"""	Sul do Equador	PA	ORIXIMINÁ	Argila	8	2480789,2	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
367	TP1	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'54.400"""	"-56°24'39.900"""	Sul do Equador	PA	ORIXIMINÁ	Argila	15	8500000	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
368	TP2	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°40'35.400"""	"-56°26'16.800"""	Sul do Equador	PA	ORIXIMINÁ	Argila	15	8956085	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
369	TP3	Mineracao Rio do Norte S A	04.932.216/0001-46	"-1°41'16.000"""	"-56°28'21.000"""	Sul do Equador	PA	ORIXIMINÁ	Argila	22	5390783	Alteamento por linha de centro	Baixa	Média	C	Sim
370	Bacia de Decantação Final No Bota Fora	Mineração Nossa Senhora do Carmo Ltda	83.647.750/0001-87	"-24°44'54.630"""	"-49°11'16.070"""	Sul do Equador	PR	CERRO AZUL	Fluorita	22	226035	Alteamento a jusante	Média	Média	C	Sim
371	BARRAGEM SUL OU TANQUE VELHO	Mineração Tabiporã Ltda	79.066.841/0001-51	"-25°22'13.821"""	"-49°41'27.099"""	Sul do Equador	PR	CAMPO LARGO	Minério de Ouro Primário	25	302000	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
372	Pinheirinho	Mineração Nossa Senhora do Carmo Ltda	83.647.750/0001-87	"-24°44'52.790"""	"-49°11'40.930"""	Sul do Equador	PR	CERRO AZUL	Fluorita	13,5	672408	Etapa única	Média	Média	C	Sim
373	BARRAGEM DE REJEITOS	Cimento Tupi S.a.	33.039.223/0001-11	"-22°27'18.200"""	"-44°17'10.300"""	Sul do Equador	RJ	QUATIS	Argila Arenosa	19	204000	Etapa única	Baixa	Alta	B	Sim
374	CA01	Metalmig Mineração Indústria e Comércio S A	34.456.038/0001-95	"-9°25'54.500"""	"-63°03'19.900"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	5	105000	Etapa única	Média	Alta	B	Sim
375	CA02	Metalmig Mineração Indústria e Comércio S A	34.456.038/0001-95	"-9°25'53.900"""	"-63°03'19.900"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Areia	5	60000	Etapa única	Média	Alta	B	Sim
376	Igarapé Mutum	Cooperativa de Garimpeiros de Santa Cruz Ltda	34.726.547/0001-90	"-9°45'55.465"""	"-63°31'12.111"""	Sul do Equador	RO	ARIQUEMES	Aluvião Estanífero	5	10699776	Etapa única	Média	Média	C	Sim
377	Jacaré Inferior	Cooperativa de Garimpeiros de Santa Cruz Ltda	34.726.547/0001-90	"-9°47'16.100"""	"-63°34'30.600"""	Sul do Equador	RO	ARIQUEMES	Aluvião Estanífero	8	3595017	Etapa única	Média	Média	C	Sim
378	Jacaré Medio	Cooperativa de Garimpeiros de Santa Cruz Ltda	34.726.547/0001-90	"-9°47'43.800"""	"-63°33'55.000"""	Sul do Equador	RO	ARIQUEMES	Aluvião Estanífero	8	3020623	Etapa única	Média	Alta	B	Sim
379	Jacaré Superior	Cooperativa de Garimpeiros de Santa Cruz Ltda	34.726.547/0001-90	"-9°49'01.200"""	"-63°33'11.500"""	Sul do Equador	RO	ARIQUEMES	Aluvião Estanífero	10	9170673	Etapa única	Média	Média	C	Sim
380	PIT-01	Estanho de Rondonia S A	00.684.808/0001-35	"-9°12'57.800"""	"-63°04'33.600"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	14,3	288321,8	Etapa única	Baixa	Alta	B	Sim
381	Rio Santa Cruz	Cooperativa de Garimpeiros de Santa Cruz Ltda	34.726.547/0001-90	"-9°45'57.100"""	"-63°34'06.900"""	Sul do Equador	RO	ARIQUEMES	Aluvião Estanífero	10	3755613	Etapa única	Média	Média	C	Sim
382	Taboquinha 01 - Crente	Estanho de Rondonia S A	00.684.808/0001-35	"-9°11'54.200"""	"-63°04'49.000"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	18	435000	Etapa única	Baixa	Média	C	Sim
383	Taboquinha 01 - Crente	Estanho de Rondonia S A	00.684.808/0001-35	"-9°11'54.200"""	"-63°04'49.000"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	18	435000	Etapa única	Baixa	Média	C	Sim
384	Taboquinha 02 - Serra Azul	Estanho de Rondonia S A	00.684.808/0001-35	"-9°12'15.700"""	"-63°05'04.400"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	18	87000	Etapa única	Baixa	Média	C	Sim
385	Taboquinha 03	Estanho de Rondonia S A	00.684.808/0001-35	"-9°12'19.954"""	"-63°05'01.035"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	15	194900	Etapa única	Média	Média	C	Sim
386	Taboquinha 04	Estanho de Rondonia S A	00.684.808/0001-35	"-9°12'39.100"""	"-63°05'11.000"""	Sul do Equador	RO	ITAPUÃ DO OESTE	Aluvião Estanífero	20	145193,15	Etapa única	Média	Média	C	Sim
387	Bacia de Finos da Mina do Cerro	Copelmi Mineração Ltda	33.059.528/0001-95	"-30°23'10.327"""	"-53°02'37.439"""	Sul do Equador	RS	CACHOEIRA DO SUL	Carvão Mineral	10	534000	Alteamento a montante ou desconhecido	Média	Média	C	Sim
388	Bacia de Finos da Mina do Recreio	Copelmi Mineração Ltda	33.059.528/0001-95	"-30°08'44.381"""	"-52°00'13.591"""	Sul do Equador	RS	BUTIÁ	Carvão Mineral	20	2371167	Alteamento a montante ou desconhecido	Média	Alta	B	Sim
389	Barragem CBC	Companhia Brasileira do Cobre	87.678.207/0001-06	"-30°55'11.200"""	"-53°25'04.950"""	Sul do Equador	RS	CAÇAPAVA DO SUL	Arenito	15	53000000	Etapa única	Média	Baixa	D	Sim
390	P1-1	Companhia Riograndense de Mineração	92.724.145/0001-53	"-30°07'51.700"""	"-52°03'07.000"""	Sul do Equador	RS	MINAS DO LEÃO	Carvão Mineral	3	17250	Indefinido	Média	Média	C	Sim
391	Bacia A	Carbonifera Metropolitana Sa	83.647.917/0001-00	"-28°29'31.600"""	"-49°27'37.000"""	Sul do Equador	SC	TREVISO	Carvão Mineral Camada Bonito	5,3	14679,9	Etapa única	Baixa	Alta	B	Sim
392	Bacia B	Carbonifera Metropolitana Sa	83.647.917/0001-00	"-28°29'38.900"""	"-49°27'36.100"""	Sul do Equador	SC	TREVISO	Carvão Mineral Camada Bonito	6,5	14368	Etapa única	Baixa	Alta	B	Sim
393	Bacia de Acumulação 01	Carbonífera Siderópolis Ltda.	83.852.137/0001-00	"-28°27'16.2601"""	"-49°22'9.6589"""	Sul do Equador	SC	URUSSANGA	Carvão Mineral Camada Barro Branco	7,1	500000	Etapa única	Média	Média	C	Sim
394	BACIA DE DECANTAÇÃO DA USINA RIO FIORITA	Gabriella Mineração Ltda	07.105.967/0001-87	"-28°34'38.200"""	"-49°26'31.900"""	Sul do Equador	SC	SIDERÓPOLIS	Carvão Mineral	3,5	35742	Etapa única	Baixa	Média	C	Sim
395	Barragem Cruz de Malta	Indústria Carbonífera Rio Deserto Ltda	83.286.500/0001-69	"-28°28'21.8201"""	"-49°27'28.3338"""	Sul do Equador	SC	TREVISO	Carvão Mineral Camada Bonito	27	70831	Etapa única	Baixa	Alta	B	Sim
396	Barragem Lauro Muller	Carbonífera Belluno Ltda.	83.163.576/0001-05	"-28°24'34.600"""	"-49°25'39.900"""	Sul do Equador	SC	LAURO MÜLLER	Carvão Mineral Camada Bonito	20	150000	Etapa única	Média	Alta	B	Sim
397	Barragem Rio Fiorita	Carbonífera Belluno Ltda.	83.163.576/0001-05	"-28°35'12.667"""	"-49°26'35.575"""	Sul do Equador	SC	SIDERÓPOLIS	Carvão Mineral	10	527420	Etapa única	Média	Alta	B	Sim
398	BOA VISTA	Carbonífera Catarinense Ltda	80.418.205/0001-20	"-28°23'24.000"""	"-49°25'20.000"""	Sul do Equador	SC	LAURO MÜLLER	Carvão Mineral Camada Bonito	35	63469,61	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
399	NOVO HORIZONTE	Carbonífera Catarinense Ltda	80.418.205/0001-20	"-28°23'34.190"""	"-49°27'53.610"""	Sul do Equador	SC	LAURO MÜLLER	Carvão Mineral Camada Barro Branco	13	64629,25	Etapa única	Baixa	Alta	B	Sim
400	Dique de Contenção de Salmoura	Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras	33.931.486/0033-18	"-10°39'28.100"""	"-37°01'47.400"""	Sul do Equador	SE	ROSÁRIO DO CATETE	Silvanita	4	17340,3	Etapa única	Baixa	Média	C	Sim
401	Dique de Resíduos Insóluveis	Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras	33.931.486/0033-18	"-10°39'26.400"""	"-37°01'52.500"""	Sul do Equador	SE	ROSÁRIO DO CATETE	Silvanita	5,5	7439,01	Etapa única	Baixa	Média	C	Sim
402	11 - DES	Mineração Jundu Ltda.	60.628.468/0001-57	"-21°57'17.062"""	"-47°36'48.014"""	Sul do Equador	SP	DESCALVADO	Argila	15	1500000	Alteamento a jusante	Baixa	Baixa	E	Sim
403	12 - DES	Mineração Jundu Ltda.	60.628.468/0001-57	"-21°57'06.006"""	"-47°36'47.022"""	Sul do Equador	SP	DESCALVADO	Argila	15	577840,39	Alteamento a jusante	Baixa	Baixa	E	Sim
404	BACIA DE DECANTAÇÃO - PLANTA I	Geocal Mineração Ltda	00.255.910/0001-15	"-23°24'04.442"""	"-46°55'09.256"""	Sul do Equador	SP	SANTANA DE PARNAÍBA	Calcário Dolomítico	20	8500	Etapa única	Média	Baixa	D	Sim
405	Barragem 1	Mosaic Fertilizantes P&K S.A. Filial: Cajati	33.931.486/0005-64	"-24°41'30.000"""	"-48°07'30.000"""	Sul do Equador	SP	CAJATI	Rocha Fosfática	33	5301026	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
406	Barragem 2	Mosaic Fertilizantes P&K S.A. Filial: Cajati	33.931.486/0005-64	"-24°41'35.000"""	"-48°07'13.000"""	Sul do Equador	SP	CAJATI	Rocha Fosfática	60	7220000	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
407	Barragem B12	Mosaic Fertilizantes P&K S.A. Filial: Cajati	33.931.486/0005-64	"-24°43'00.000"""	"-48°06'00.000"""	Sul do Equador	SP	CAJATI	Rocha Carbonática	13,5	3200000	Alteamento por linha de centro	Baixa	Alta	B	Sim
408	BARRAGEM DE CLARIFICAÇÃO	Territorial São Paulo Mineração Ltda	60.874.229/0001-87	"-23°25'14.000"""	"-46°44'09.800"""	Sul do Equador	SP	SÃO PAULO	Argila	25	659323,59	Alteamento a jusante	Média	Alta	B	Sim
409	Barragem de Sedimentos da Pedreira Itapeti - BA1	Embu S.a Engenharia e Comércio	61.322.558/0001-88	"-23°29'49.800"""	"-46°14'38.000"""	Sul do Equador	SP	MOGI DAS CRUZES	Granito	27,36	375000	Etapa única	Baixa	Alta	B	Sim
410	Barragem de Sedimentos da Pedreira Itapeti - BA2	Embu S.a Engenharia e Comércio	61.322.558/0001-88	"-23°29'47.900"""	"-46°14'50.400"""	Sul do Equador	SP	MOGI DAS CRUZES	Granito	9,64	154433,29	Etapa única	Baixa	Alta	B	Sim
411	Barragem de Sedimentos da Pedreira Juruaçu - BA4	Embu S.a Engenharia e Comércio	61.322.558/0001-88	"-23°24'34.400"""	"-46°43'52.400"""	Sul do Equador	SP	SÃO PAULO	Granito	45	3190000	Alteamento a jusante	Baixa	Alta	B	Sim
412	Bom Retiro 2	MINERAÇÃO BOM RETIRO LTDA.	56.763.790/0001-11	"-22°11'15.000"""	"-47°27'20.000"""	Sul do Equador	SP	LEME	Argila	23,58	1800000	Alteamento a jusante	Baixa	Média	C	Sim
413	CIMPOR	Mosaic Fertilizantes P&K S.A. Filial: Cajati	33.931.486/0005-64	"-24°41'59.0341"""	"-48°6'45.6574"""	Sul do Equador	SP	CAJATI	Rocha Carbonática	60	6340000	Alteamento a montante ou desconhecido	Baixa	Alta	B	Sim
414	Dique 1 (Barragem 2 -Britagem)	PEDREIRA SARGON LTDA	60.101.300/0001-99	"-23°21'20.600"""	"-46°16'58.500"""	Sul do Equador	SP	SANTA ISABEL	Argila	14	74135	Etapa única	Média	Média	C	Sim
415	Dique 3 (Barragem 1 - Portaria)	PEDREIRA SARGON LTDA	60.101.300/0001-99	"-23°21'23.900"""	"-46°17'05.800"""	Sul do Equador	SP	SANTA ISABEL	Argila	20	170000	Etapa única	Média	Média	C	Sim
416	Guará 3	Extração de Areia e Pedregulho Cachoeira Ltda.	45.600.327/0001-32	"-23°23'20.500"""	"-46°08'07.200"""	Sul do Equador	SP	GUARAREMA	Argila	18	735000	Etapa única	Baixa	Baixa	E	Sim
417	ITAPEVA	Samaca Ferros Ltda	16.682.218/0001-03	"-24°15'13.500"""	"-48°54'57.500"""	Sul do Equador	SP	RIBEIRÃO BRANCO	Minério de Estanho Primário	20	260000	Alteamento a montante ou desconhecido	Média	Baixa	D	Sim
418	JBS1	EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP	47.354.774/0001-84	"-23°23'50.400"""	"-46°11'41.600"""	Sul do Equador	SP	MOGI DAS CRUZES	Argila Arenosa	12	331920	Alteamento a montante ou desconhecido	Média	Média	C	Sim
419	Lagoa 1	Mineração Darcy R. O. e Silva Ltda	45.369.188/0001-88	"-21°25'58.030"""	"-47°36'47.670"""	Sul do Equador	SP	SÃO SIMÃO	Argila Caulinítica	5	271000	Etapa única	Baixa	Média	C	Sim
420	Lagoa 2	Mineração Darcy R. O. e Silva Ltda	45.369.188/0001-88	"-21°25'49.220"""	"-47°36'47.000"""	Sul do Equador	SP	SÃO SIMÃO	Argila Caulinítica	5	112000	Alteamento a jusante	Média	Média	C	Sim
421	MBR II SUL	Mineracao Bom Retiro II Ltda	68.870.385/0001-81	"-23°47'17.500"""	"-47°07'17.400"""	Sul do Equador	SP	IBIÚNA	Areia	14,04	157070,5	Alteamento a montante ou desconhecido	Baixa	Média	C	Sim
422	MD 01/2012	Mineração Descalvado Ltda	54.114.475/0001-38	"-21°57'35.5738"""	"-47°37'3.8302"""	Sul do Equador	SP	DESCALVADO	Areia Industrial	25	921154,7	Alteamento por linha de centro	Baixa	Baixa	E	Sim
423	OURO BRANCO OESTE	MINERAÇÃO OURO BRANCO SALTO DE PIRAPORA LTDA ME	72.911.985/0001-18	"-23°39'43.200"""	"-47°39'59.900"""	Sul do Equador	SP	SALTO DE PIRAPORA	Argila	3	399000	Etapa única	Média	Alta	B	Sim
424	TANQUE DE DECANTAÇÃO	Mineração do Vale Ltda	53.959.318/0001-60	"-22°11'34.100"""	"-47°33'03.900"""	Sul do Equador	SP	CORUMBATAÍ	Argila Arenosa	7	704000	Alteamento a jusante	Média	Média	C	Sim
425	BARRAGEM DE CONTENÇÃO DE REJEITOS	Itafos Arraias Mineração e Fertilizantes S.a.	05.919.578/0001-60	"-12°53'44.948"""	"-46°49'05.224"""	Sul do Equador	TO	ARRAIAS	Fosfato	20,5	4136059,54	Alteamento a jusante	Baixa	Alta	B	Sim
426	189	Mineração Taboca S.a.	34.019.992/0001-10	"-0°47'22.400"""	"-60°00'46.900"""	Sul do Equador	AM	PRESIDENTE FIGUEIREDO	Minério de Estanho Primário	5	209969	Etapa única				Não
427	22	Mineração Taboca S.a.	34.019.992/0001-10	"-0°44'19.100"""	"-60°10'02.600"""	Sul do Equador	AM	PRESIDENTE FIGUEIREDO	Minério de Estanho Primário	6	56519	Etapa única				Não
428	30-1	Mineração Taboca S.a.	34.019.992/0001-10	"-0°42'25.600"""	"-60°11'33.100"""	Sul do Equador	AM	PRESIDENTE FIGUEIREDO	Minério de Estanho Primário	8	1320,09	Etapa única				Não
429	42	Mineração Taboca S.a.	34.019.992/0001-10	"-0°43'24.700"""	"-60°11'48.200"""	Sul do Equador	AM	PRESIDENTE FIGUEIREDO	Minério de Estanho Primário	4,9	130979	Etapa única				Não
430	68-1	Mineração Taboca S.a.	34.019.992/0001-10	"-0°44'25.500"""	"-60°12'05.100"""	Sul do Equador	AM	PRESIDENTE FIGUEIREDO	Minério de Estanho Primário	6	3752	Etapa única				Não
431	69	Mineração Taboca S.a.	34.019.992/0001-10	"-0°44'35.500"""	"-60°12'05.100"""	Sul do Equador	AM	PRESIDENTE FIGUEIREDO	Minério de Estanho Primário	5	84941	Etapa única				Não
432	75-1	Mineração Taboca S.a.	34.019.992/0001-10	"-0°45'41.600"""	"-60°12'21.500"""	Sul do Equador	AM	PRESIDENTE FIGUEIREDO	Minério de Estanho Primário	4	75522	Etapa única				Não
433	Bacuri	Mineração Vila Nova Ltda	02.008.461/0001-36	"0°20'40.0186"""	"-51°45'38.3033"""	Norte do Equador	AP	MAZAGÃO	Minério de Cromo	5	650000	Indefinido				Não
434	BARRAGEM DA USINA	Empresa de Mineração e Pesquisa do Amapá	14.572.101/0001-41	"2°19'16.300"""	"-51°41'26.100"""	Norte do Equador	AP	CALÇOENE	Minério de Ouro Primário	10	80000	Indefinido				Não
435	Barragem de Clarificação de Água	Zamapá Mineração S.a.	05.857.559/0001-56	"1°00'07.100"""	"-51°07'44.000"""	Norte do Equador	AP	FERREIRA GOMES	Minério de Ferro	8	42000	Indefinido				Não
436	Barragem do Felipe	Cadam S.a.	04.788.980/0001-90	"-0°52'56.800"""	"-52°22'50.100"""	Sul do Equador	AP	VITÓRIA DO JARI	Caulim	13	245418	Etapa única				Não
437	Barragem do Muriacá	Cadam S.a.	04.788.980/0001-90	"-0°53'37.200"""	"-52°21'50.700"""	Sul do Equador	AP	VITÓRIA DO JARI	Caulim	10	52000	Etapa única				Não
438	REJEITO USINA	AM Amapa Mineração Ltda	06.170.253/0001-90	"2°17'09.000"""	"-51°38'00.000"""	Norte do Equador	AP	CALÇOENE	Minério de Ouro Primário	5	82000	Indefinido				Não
439	SAMACA	Mineração Vila Nova Ltda	02.008.461/0001-36	"°21'05.800"""	"-51°50'16.300"""	Norte do Equador	AP	MAZAGÃO	Minério de Ferro	9	700000	Indefinido				Não
